,DateTime,Room,Capacity,Module,NumReg,Associated,PercentageEstimate,BinaryEstimate
335,2015-11-06 14:00:00,B-002,90,COMP30240,42,28,0.25,1
336,2015-11-06 14:00:00,B-002,90,COMP30240,42,30,0.25,1
337,2015-11-06 14:00:00,B-002,90,COMP30240,42,34,0.25,1
338,2015-11-06 14:00:00,B-002,90,COMP30240,42,35,0.25,1
339,2015-11-06 14:00:00,B-002,90,COMP30240,42,36,0.25,1
340,2015-11-06 14:00:00,B-002,90,COMP30240,42,34,0.25,1
341,2015-11-06 14:00:00,B-002,90,COMP30240,42,36,0.25,1
342,2015-11-06 14:00:00,B-002,90,COMP30240,42,36,0.25,1
343,2015-11-06 14:00:00,B-002,90,COMP30240,42,33,0.25,1
344,2015-11-06 14:00:00,B-002,90,COMP30240,42,33,0.25,1
345,2015-11-06 15:00:00,B-002,90,None,0,32,0.5,1
346,2015-11-06 15:00:00,B-002,90,None,0,46,0.5,1
347,2015-11-06 15:00:00,B-002,90,None,0,40,0.5,1
348,2015-11-06 15:00:00,B-002,90,None,0,43,0.5,1
349,2015-11-06 15:00:00,B-002,90,None,0,40,0.5,1
350,2015-11-06 15:00:00,B-002,90,None,0,38,0.5,1
351,2015-11-06 15:00:00,B-002,90,None,0,35,0.5,1
352,2015-11-06 15:00:00,B-002,90,None,0,32,0.5,1
353,2015-11-06 15:00:00,B-002,90,None,0,29,0.5,1
354,2015-11-06 15:00:00,B-002,90,None,0,26,0.5,1
355,2015-11-06 15:00:00,B-002,90,None,0,26,0.5,1
356,2015-11-06 15:00:00,B-002,90,None,0,24,0.5,1
357,2015-11-06 16:00:00,B-002,90,None,0,25,0.5,1
358,2015-11-06 16:00:00,B-002,90,None,0,22,0.5,1
359,2015-11-06 16:00:00,B-002,90,None,0,22,0.5,1
360,2015-11-06 16:00:00,B-002,90,None,0,21,0.5,1
361,2015-11-06 16:00:00,B-002,90,None,0,22,0.5,1
362,2015-11-06 16:00:00,B-002,90,None,0,21,0.5,1
363,2015-11-06 16:00:00,B-002,90,None,0,21,0.5,1
364,2015-11-06 16:00:00,B-002,90,None,0,18,0.5,1
365,2015-11-06 16:00:00,B-002,90,None,0,19,0.5,1
366,2015-11-06 16:00:00,B-002,90,None,0,19,0.5,1
367,2015-11-06 16:00:00,B-002,90,None,0,19,0.5,1
368,2015-11-06 16:00:00,B-002,90,None,0,20,0.5,1
